766192484, 3
766192485, 1
766192486, 2
766192487, 1
766192488, 1
766192489, 0
766192490, 1
766192491, 3
766192492, 0
766192493, 1
766192494, 1
766192495, 1
766192496, 4
766192497, 1
766192498, 2
766192499, 0
766192500, 2
766192501, 4
766192502, 4
766192503, 1
766192504, 1
766192505, 1
766192506, 2
766192507, 4
766192508, 0
766192509, 4
766192510, 4
766192511, 1
766192512, 1
766192513, 4
766192514, 3
766192515, 1
766192516, 1
766192517, 1
766192518, 0
766192519, 1
766192520, 1
766192521, 4
766192522, 0
766192523, 0
766192524, 3
766192525, 2
766192526, 3
766192527, 3
766192528, 1
766192529, 4
766192530, 0
766192531, 1
766192532, 2
766192533, 1
766192534, 4
766192535, 1
766192536, 1
766192537, 2
766192538, 0
766192539, 6
766192540, 4
766192541, 1
766192542, 0
766192543, 1
766192544, 0
766192545, 1
766192546, 3
766192547, 1
766192548, 0
766192549, 3
766192550, 0
766192551, 1
766192552, 1
766192553, 3
766192554, 2
766192555, 4
766192556, 0
766192557, 1
766192558, 1
766192559, 4
766192560, 1
766192561, 0
766192562, 0
766192563, 1
766192564, 0
766192565, 4
766192566, 1
766192567, 1
766192568, 0
766192569, 4
766192570, 4
766192571, 0
766192572, 0
766192573, 1
766192574, 0
766192575, 1
766192576, 1
766192577, 1
766192578, 4
766192579, 1
766192580, 0
766192581, 3
766192582, 4
766192583, 0
766192585, 3
766192586, 0
766192587, 2
766192588, 1
766192589, 0
766192590, 1
766192591, 1
766192592, 4
766192593, 1
766192594, 2
766192595, 0
766192596, 1
766192597, 4
766192598, 0
766192599, 1
766192600, 1
766192601, 1
766192602, 1
766192603, 0
766192604, 1
766192605, 0
766192606, 1
766192607, 1
766192608, 4
766192609, 1
766192610, 2
766192611, 0
766192612, 1
766192613, 1
766192614, 0
766192615, 0
766192616, 1
766192617, 2
766192618, 4
766192619, 2
766192620, 4
766192621, 0
766192622, 4
766192623, 1
766192624, 1
766192625, 0
766192626, 2
766192627, 0
766192628, 0
766192629, 1
766192630, 3
766192631, 2
766192632, 4
766192633, 4
766192634, 3
766192635, 0
766192636, 1
766192637, 1
766192638, 1
766192639, 2
766192640, 4
766192641, 2
766192642, 0
766192643, 2
766192644, 1
766192645, 1
766192646, 0
766192647, 3
766192648, 2
766192649, 1
766192650, 1
766192651, 4
766192652, 6
766192653, 2
766192654, 2
766192655, 0
766192656, 3
766192657, 4
766192658, 0
766192659, 0
766192660, 0
766192661, 2
766192662, 1
766192663, 1
766192664, 2
766192665, 1
766192666, 0
766192667, 1
766192668, 3
766192669, 3
766192670, 1
766192671, 2
766192672, 4
766192673, 0
766192674, 1
766192675, 0
766192676, 1
766192677, 3
766192678, 1
766192679, 0
766192680, 1
766192681, 2
766192682, 0
766192683, 0
766192684, 0
766192685, 3
766192686, 1
766192687, 3
766192688, 4
766192689, 1
766192690, 1
766192691, 1
766192692, 1
766192693, 1
766192694, 4
766192695, 4
766192696, 4
766192697, 1
766192698, 1
766192699, 3
766192700, 1
766192701, 4
766192702, 0
766192703, 1
766192704, 1
766192705, 1
766192706, 1
766192707, 4
766192708, 0
766192709, 0
766192710, 0
766192711, 2
766192712, 0
766192713, 1
766192714, 0
766192715, 0
766192716, 1
766192717, 0
766192718, 0
766192719, 2
766192720, 0
766192721, 2
766192722, 4
766192723, 2
766192724, 2
766192725, 1
766192726, 1
766192727, 1
766192728, 2
766192729, 4
766192730, 1
766192731, 1
766192732, 2
766192733, 1
766192734, 2
766192735, 1
766192736, 3
766192737, 1
766192738, 0
766192739, 1
766192740, 4
766192741, 2
766192742, 4
766192743, 2
766192744, 3
766192745, 1
766192746, 4
766192747, 4
766192748, 0
766192749, 0
766192750, 0
766192751, 2
766192752, 1
766192753, 0
766192754, 4
766192755, 3
766192756, 1
766192757, 4
766192758, 1
766192759, 1
766192760, 4
766192761, 2
766192762, 1
766192763, 4
766192764, 4
766192765, 1
766192766, 4
766192767, 1
766192768, 1
766192769, 2
766192770, 1
766192771, 1
766192772, 6
766192773, 3
766192774, 1
766192775, 1
766192776, 4
766192777, 2
766192778, 2
766192779, 0
766192780, 1
766192781, 1
766192782, 1
766192783, 2
766192784, 4
766192785, 2
766192786, 0
766192787, 1
766192788, 2
766192789, 0
766192790, 1
766192791, 1
766192792, 4
766192793, 4
766192794, 1
766192795, 1
766192796, 2
766192797, 1
766192798, 1
766192799, 2
766192800, 4
766192801, 0
766192802, 1
766192803, 0
766192804, 0
766192805, 2
766192806, 2
766192807, 0
766192808, 0
766192809, 1
766192810, 1
766192811, 0
766192812, 3
766192813, 0
766192814, 1
766192815, 1
766192816, 1
766192817, 0
766192818, 3
766192819, 1
766192820, 4
766192821, 1
766192822, 0
766192823, 1
766192824, 1
766192825, 0
766192826, 1
766192827, 1
766192828, 4
766192829, 2
766192830, 4
766192831, 4
766192832, 4
766192833, 0
766192834, 1
766192835, 0
766192836, 0
766192837, 1
766192838, 2
766192839, 1
766192840, 2
766192841, 1
766192842, 2
766192843, 3
766192844, 1
766192845, 1
766192846, 1
766192847, 1
766192848, 2
766192849, 0
766192850, 0
766192851, 2
766192852, 1
766192853, 1
766192854, 0
766192855, 1
766192856, 2
766192857, 4
766192858, 1
766192859, 0
766192860, 0
766192861, 1
766192862, 0
766192863, 4
766192864, 1
766192865, 4
766192866, 4
766192867, 3
766192868, 2
766192869, 3
766192870, 1
766192871, 1
766192872, 2
766192873, 3
766192874, 4
766192875, 0
766192876, 3
766192877, 0
766192878, 1
766192879, 1
766192880, 6
766192881, 2
766192882, 2
766192883, 1
766192884, 1
766192885, 4
766192886, 1
766192887, 1
766192888, 1
766192889, 0
766192890, 0
766192891, 2
766192892, 2
766192893, 1
766192894, 0
766192895, 4
766192896, 1
766192897, 1
766192898, 2
766192899, 0
766192900, 1
766192901, 0
766192902, 1
766192903, 4
766192904, 1
766192905, 2
766192906, 0
766192907, 1
766192908, 1
766192909, 0
766192910, 1
766192911, 4
766192912, 0
766192913, 4
766192914, 1
766192915, 4
766192916, 3
766192917, 5
766192918, 1
766192919, 0
766192920, 1
766192921, 1
766192922, 0
766192923, 0
766192924, 2
766192925, 0
766192926, 2
766192927, 3
766192928, 1
766192929, 3
766192930, 0
766192931, 1
766192932, 2
766192933, 1
766192934, 0
766192935, 0
766192936, 1
766192937, 0
766192938, 4
766192939, 0
766192940, 1
766192941, 1
766192942, 0
766192943, 2
766192944, 0
766192945, 1
766192946, 1
766192947, 2
766192948, 1
766192949, 2
766192950, 1
766192951, 1
766192952, 2
766192953, 0
766192954, 4
766192955, 1
766192956, 0
766192957, 4
